,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na
1458,f,strict_14_with_grace_period,f,101.0,North Beach,37.80218,-122.40678,Condominium,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,30.0,10.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,t,moderate,t,3.0,Western Addition,37.77377,-122.42919,House,Private room,2.0,3.0,1.0,1.0,Real Bed,2.0,161.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,f,strict_14_with_grace_period,f,4.0,Mission,37.75653,-122.40922,House,Private room,1.0,1.0,3.0,1.0,Real Bed,3.0,37.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,t,strict_14_with_grace_period,t,4.0,Outer Sunset,37.7558,-122.49787,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,120.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,f,moderate,f,1.0,Castro/Upper Market,37.76032,-122.42886,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,235.0,89.0,10.0,9.0,10.0,9.0,10.0,9.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,t,moderate,f,2.0,Bernal Heights,37.74244,-122.42095,House,Entire home/apt,6.0,2.0,3.0,4.0,Real Bed,2.0,30.0,98.0,9.0,10.0,10.0,10.0,10.0,10.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,t,moderate,t,2.0,Bernal Heights,37.73858,-122.41974,House,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,30.0,29.0,99.0,10.0,10.0,9.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,t,flexible,f,2.0,Bernal Heights,37.7408,-122.42101,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,f,moderate,f,1.0,Mission,37.76654,-122.42393,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,40.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,t,moderate,f,1.0,Twin Peaks,37.75748,-122.44685,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,3.0,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,t,moderate,f,3.0,Western Addition,37.77668,-122.42962,House,Private room,1.0,1.0,1.0,1.0,Real Bed,2.0,198.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,t,strict_14_with_grace_period,f,3.0,Marina,37.79749,-122.44258,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,2.0,43.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,t,moderate,f,1.0,Outer Mission,37.73056,-122.45176,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,153.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,f,strict_14_with_grace_period,f,4.0,West of Twin Peaks,37.74559,-122.45257,Apartment,Private room,4.0,1.5,1.0,3.0,Real Bed,30.0,29.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,t,moderate,t,2.0,Visitacion Valley,37.71339,-122.39833,House,Entire home/apt,6.0,1.0,2.0,4.0,Real Bed,3.0,30.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,f,strict_14_with_grace_period,f,4.0,West of Twin Peaks,37.74471,-122.45314,Condominium,Private room,6.0,1.5,2.0,4.0,Real Bed,30.0,1.0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,t,moderate,t,41.0,Downtown/Civic Center,37.77551,-122.42079,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,f,strict_14_with_grace_period,t,3.0,Russian Hill,37.79746,-122.41702,Apartment,Entire home/apt,3.0,1.0,3.0,3.0,Real Bed,90.0,3.0,90.0,9.0,8.0,10.0,8.0,10.0,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,t,flexible,f,3.0,Western Addition,37.776,-122.42963,House,Private room,1.0,1.0,1.0,1.0,Real Bed,1.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,f,strict_14_with_grace_period,f,1.0,Crocker Amazon,37.71161,-122.43761,House,Entire home/apt,12.0,1.0,5.0,8.0,Real Bed,2.0,30.0,90.0,9.0,8.0,10.0,10.0,9.0,9.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,f,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.75889,-122.4375,Apartment,Entire home/apt,3.0,2.0,2.0,2.0,Real Bed,30.0,6.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,t,flexible,f,1.0,Bernal Heights,37.73612,-122.4111,House,Private room,2.0,1.0,1.0,1.0,Real Bed,4.0,195.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,f,flexible,f,25.0,North Beach,37.79872,-122.40412,Bed and breakfast,Private room,2.0,0.0,1.0,2.0,Real Bed,1.0,55.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,f,flexible,f,25.0,North Beach,37.79898,-122.4062,Bed and breakfast,Private room,2.0,0.0,1.0,2.0,Real Bed,1.0,55.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,t,moderate,f,1.0,Bernal Heights,37.74501,-122.42361,Apartment,Entire home/apt,5.0,1.0,2.0,3.0,Real Bed,2.0,75.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,f,flexible,f,25.0,North Beach,37.79875,-122.40476,Bed and breakfast,Shared room,4.0,10.0,1.0,4.0,Real Bed,1.0,191.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,f,moderate,t,15.0,Marina,37.79747,-122.42511,Hotel,Private room,6.0,1.0,1.0,3.0,Real Bed,1.0,137.0,88.0,10.0,9.0,10.0,10.0,10.0,9.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,f,strict_14_with_grace_period,f,2.0,Russian Hill,37.80151,-122.41982,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,30.0,145.0,93.0,9.0,10.0,10.0,9.0,10.0,9.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,f,flexible,f,25.0,North Beach,37.79926,-122.40432,Bed and breakfast,Shared room,4.0,10.0,1.0,4.0,Real Bed,1.0,143.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,f,strict_14_with_grace_period,f,8.0,Financial District,37.78972,-122.39547,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1488,f,strict_14_with_grace_period,f,1.0,Western Addition,37.7828,-122.43221,Townhouse,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,27.0,97.0,9.0,10.0,10.0,10.0,10.0,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,f,moderate,t,8.0,Downtown/Civic Center,37.78606,-122.41496,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,316.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,f,flexible,f,25.0,North Beach,37.79933,-122.40629,Bed and breakfast,Shared room,4.0,10.0,1.0,4.0,Real Bed,1.0,159.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,f,flexible,f,25.0,North Beach,37.79845,-122.40445,Bed and breakfast,Shared room,4.0,10.0,1.0,4.0,Real Bed,1.0,196.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,f,moderate,t,8.0,Downtown/Civic Center,37.7853,-122.41447,Apartment,Private room,2.0,0.5,1.0,1.0,Real Bed,1.0,343.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,f,moderate,t,8.0,Downtown/Civic Center,37.78468,-122.41481,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,266.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,f,moderate,t,8.0,Downtown/Civic Center,37.78659,-122.41356,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,431.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,f,moderate,t,8.0,Downtown/Civic Center,37.78576,-122.41489,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,371.0,89.0,10.0,9.0,10.0,10.0,8.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,t,strict_14_with_grace_period,t,4.0,Noe Valley,37.75273,-122.44113,House,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,43.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,f,moderate,t,8.0,Downtown/Civic Center,37.78598,-122.41477,Apartment,Shared room,2.0,1.0,1.0,1.0,Real Bed,1.0,331.0,91.0,9.0,9.0,10.0,10.0,8.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,t,moderate,t,4.0,Western Addition,37.78659,-122.44222,Guest suite,Entire home/apt,6.0,1.0,2.0,4.0,Real Bed,2.0,251.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,f,moderate,t,3.0,Inner Richmond,37.78478,-122.46803,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,318.0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,f,moderate,t,3.0,Inner Richmond,37.78354,-122.46771,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,355.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,t,strict_14_with_grace_period,t,4.0,Noe Valley,37.7525,-122.44193,House,Private room,1.0,1.0,1.0,1.0,Real Bed,60.0,46.0,96.0,9.0,9.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,f,strict_14_with_grace_period,t,1.0,Inner Richmond,37.77818,-122.47645,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,2.0,199.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,t,moderate,f,4.0,Western Addition,37.77868,-122.4348,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,3.0,190.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,t,moderate,t,1.0,Outer Sunset,37.75613,-122.48456,Guest suite,Entire home/apt,6.0,1.0,2.0,4.0,Real Bed,2.0,261.0,91.0,10.0,10.0,10.0,10.0,10.0,9.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,f,strict_14_with_grace_period,f,2.0,Bayview,37.73126,-122.3987,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,50.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,t,moderate,f,1.0,Nob Hill,37.7933,-122.41463,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,92.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,t,strict_14_with_grace_period,f,1.0,Nob Hill,37.79456,-122.40982,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,6.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,t,strict_14_with_grace_period,f,2.0,Mission,37.76035,-122.41941,Condominium,Private room,1.0,1.0,1.0,1.0,Real Bed,1.0,74.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,f,strict_14_with_grace_period,f,1.0,Haight Ashbury,37.77591,-122.43877,House,Entire home/apt,10.0,4.5,5.0,5.0,Real Bed,3.0,53.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,f,strict_14_with_grace_period,f,33.0,Marina,37.79748,-122.44592,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1511,f,moderate,t,8.0,Downtown/Civic Center,37.78457,-122.41455,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,399.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,t,moderate,t,3.0,Pacific Heights,37.7891,-122.4346,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,472.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,t,strict_14_with_grace_period,f,1.0,Mission,37.75865,-122.4253,Apartment,Entire home/apt,1.0,1.0,1.0,1.0,Real Bed,30.0,31.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,f,strict_14_with_grace_period,f,4.0,Outer Sunset,37.75797,-122.501,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,97.0,89.0,9.0,10.0,10.0,10.0,9.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,t,moderate,f,1.0,Haight Ashbury,37.77478,-122.44011,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,74.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,f,strict_14_with_grace_period,f,101.0,Noe Valley,37.74919,-122.4348,Condominium,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,30.0,7.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,f,strict_14_with_grace_period,t,13.0,Nob Hill,37.79212,-122.41963,Apartment,Private room,2.0,1.0,1.0,2.0,Real Bed,30.0,29.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,f,strict_14_with_grace_period,t,1.0,Castro/Upper Market,37.76516,-122.43473,House,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,132.0,95.0,10.0,10.0,10.0,9.0,10.0,9.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,t,strict_14_with_grace_period,f,1.0,Parkside,37.7381,-122.47176,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,3.0,167.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,f,moderate,f,8.0,Financial District,37.78936,-122.39646,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,180.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1521,f,flexible,f,7.0,Castro/Upper Market,37.75837,-122.44262,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,90.0,10.0,9.0,8.0,10.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,t,strict_14_with_grace_period,f,3.0,Western Addition,37.78307,-122.44185,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,90.0,7.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,t,strict_14_with_grace_period,f,2.0,Noe Valley,37.74216,-122.43011,Apartment,Private room,1.0,1.0,1.0,1.0,Futon,2.0,173.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,f,strict_14_with_grace_period,f,96.0,Chinatown,37.79097,-122.40677,Boutique hotel,Private room,2.0,1.0,0.0,1.0,Real Bed,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,t,moderate,f,2.0,Nob Hill,37.79372,-122.41004,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,156.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,t,strict_14_with_grace_period,f,1.0,Mission,37.76583,-122.41141,Condominium,Entire home/apt,2.0,2.0,1.0,1.0,Real Bed,5.0,44.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,t,moderate,t,2.0,West of Twin Peaks,37.74458,-122.46284,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,2.0,258.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,t,moderate,t,1.0,Inner Sunset,37.76541,-122.47211,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,82.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,t,moderate,f,4.0,Parkside,37.74368,-122.47813,House,Entire home/apt,12.0,2.0,4.0,4.0,Real Bed,3.0,78.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,f,moderate,t,6.0,Crocker Amazon,37.71013,-122.44643,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,84.0,84.0,9.0,10.0,9.0,9.0,8.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,t,flexible,t,4.0,Parkside,37.74314,-122.47728,House,Private room,2.0,2.0,1.0,1.0,Real Bed,1.0,82.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,f,strict_14_with_grace_period,t,1.0,Presidio Heights,37.78506,-122.4493,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,39.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,f,strict_14_with_grace_period,t,106.0,Downtown/Civic Center,37.78876,-122.41162,Serviced apartment,Private room,4.0,1.0,1.0,2.0,Real Bed,2.0,93.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,t,moderate,f,1.0,Parkside,37.74286,-122.50267,House,Entire home/apt,4.0,1.5,1.0,1.0,Real Bed,2.0,35.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,f,strict_14_with_grace_period,f,1.0,Noe Valley,37.74203,-122.42999,House,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1536,f,strict_14_with_grace_period,f,1.0,Inner Richmond,37.77955,-122.47419,House,Entire home/apt,4.0,2.5,2.0,2.0,Real Bed,4.0,16.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,f,moderate,t,6.0,Crocker Amazon,37.71052,-122.44645,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,20.0,84.0,9.0,10.0,9.0,9.0,8.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,f,moderate,t,6.0,Crocker Amazon,37.71011,-122.44631,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,22.0,90.0,9.0,9.0,9.0,9.0,8.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,f,moderate,t,6.0,Outer Mission,37.71165,-122.4462,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,43.0,92.0,10.0,10.0,10.0,10.0,8.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,f,moderate,t,6.0,Crocker Amazon,37.71011,-122.44644,House,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,50.0,90.0,10.0,10.0,10.0,10.0,8.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,t,strict_14_with_grace_period,t,8.0,Mission,37.75687,-122.4146,Hostel,Shared room,1.0,2.0,1.0,1.0,Real Bed,1.0,212.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,f,strict_14_with_grace_period,f,4.0,Russian Hill,37.80219,-122.42171,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,5.0,183.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,f,flexible,f,7.0,Haight Ashbury,37.77013,-122.44371,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,6.0,10.0,8.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,f,strict_14_with_grace_period,t,1.0,Twin Peaks,37.75721,-122.44287,Condominium,Entire home/apt,2.0,2.0,2.0,2.0,Real Bed,30.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,t,moderate,t,1.0,Bayview,37.72982,-122.39172,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,77.0,93.0,10.0,10.0,10.0,10.0,8.0,9.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,t,moderate,t,1.0,Western Addition,37.77627,-122.44489,Apartment,Entire home/apt,5.0,2.0,2.0,3.0,Real Bed,5.0,66.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,f,flexible,t,2.0,Parkside,37.73886,-122.47777,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,1.0,229.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,t,strict_14_with_grace_period,t,2.0,Potrero Hill,37.75745,-122.39901,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,2.0,87.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,t,strict_14_with_grace_period,t,1.0,North Beach,37.80331,-122.40899,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,3.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
